0.012274,0.035668,0.076999,0.038785,1
0.010956,0.023693,0.050197,0.023278,2
0.012029,0.030538,0.049006,0.021074,1
0.0071771,0.027429,0.10714,0.032839,1
0.0054384,0.024303,0.091094,0.047679,1
0.038833,0.027408,0.10198,0.037436,1
0.034421,0.044633,0.0553,0.025313,1
0.011337,0.035712,0.065102,0.027992,1
0.035009,0.022888,0.059229,0.027797,1
0.042902,0.026267,0.056549,0.028438,1
0.0033643,0.023078,0.044399,0.023286,2
0.02835,0.042657,0.048409,0.027627,1
0.00033849,0.02534,0.040923,0.027269,2
0.012983,0.0215,0.038191,0.019404,2
0.071635,0.045255,0.064585,0.032692,1
0.11239,0.13229,0.089971,0.21986,1
0.00065005,0.22131,0.26335,0.20785,1
0.55218,0.50647,0.62763,0.47948,1
0.028979,0.026113,0.048557,0.027622,2
0.083767,0.04247,0.060388,0.033465,1
0.025572,0.030107,0.051588,0.025774,2
0.018671,0.050121,0.057058,0.030935,2
0.023787,0.16341,0.094903,0.18423,2
0.00038606,0.016346,0.042566,0.020805,2
0.0059346,0.030108,0.038966,0.019026,2
0.041416,0.023269,0.045269,0.024271,2
0.024048,0.028583,0.10818,0.052002,1
0.017442,0.031806,0.079766,0.041004,1
0.066321,0.027694,0.059449,0.024703,1
0.062855,0.035987,0.063337,0.031242,1
0.071692,0.025445,0.045984,0.024543,1
0.03388,0.029104,0.050805,0.027089,2
0.022981,0.040289,0.066492,0.036476,1
0.057344,0.045196,0.075477,0.048808,1
0.054809,0.056823,0.10848,0.068354,2
0.015999,0.054718,0.054502,0.042244,2
0.011927,0.2068,0.083411,0.24327,1
0.048087,0.035674,0.10325,0.058879,1
0.053131,0.042451,0.084548,0.048003,1
0.035876,0.05869,0.098708,0.065702,1
0.0046922,0.035792,0.061424,0.043742,1
0.045932,0.035303,0.059773,0.040115,1
0.033601,0.04174,0.04616,0.02747,2
0.066157,0.043761,0.054673,0.032648,1
0.042275,0.022556,0.028349,0.017816,2
0.002616,0.041894,0.059757,0.054537,1
0.041023,0.051063,0.10179,0.049947,1
0.022209,0.058644,0.10285,0.063997,1
0.035671,0.094179,0.09642,0.046052,1
0.050509,0.084869,0.15207,0.06209,1
0.21771,0.079518,0.090767,0.056959,1
0.3963,0.038086,0.072924,0.037781,1
0.035095,0.046714,0.072017,0.044055,1
0.023485,0.028118,0.043578,0.019717,1
0.0055967,0.24544,0.43146,0.31418,1
0.042512,0.15595,0.31809,0.19655,1
0.026184,0.025527,0.046076,0.025321,2
0.0077127,0.031882,0.04587,0.026287,2
0.019836,0.032973,0.042849,0.020766,2
0.04389,0.043537,0.093587,0.046158,1
0.0019782,0.020908,0.038457,0.020746,2
0.056487,0.027342,0.043624,0.024696,2
0.041667,0.035497,0.070682,0.040089,1
0.052054,0.039633,0.074317,0.029558,1
0.035525,0.046657,0.079907,0.044582,1
0.023095,0.037865,0.069531,0.041597,1
0.066604,0.042406,0.063435,0.038292,1
0.074726,0.037184,0.068552,0.038687,1
0.019579,0.044993,0.076014,0.049433,1
0.10522,0.044401,0.053637,0.030629,1
0.060602,0.043647,0.06589,0.040475,1
0.090121,0.043836,0.067839,0.049281,1
0.11074,0.042041,0.061646,0.031286,1
0.048977,0.036912,0.083444,0.041204,1
0.026016,0.023692,0.044467,0.024371,1
0.00072012,0.019577,0.052341,0.027287,2
0.047,0.042232,0.064441,0.036754,1
0.020516,0.029826,0.040228,0.019564,2
0.091866,0.032352,0.048408,0.029504,1
0.01206,0.032408,0.053243,0.029385,2
0.087087,0.035466,0.059238,0.023415,1
0.0048669,0.027464,0.048601,0.0299,2
0.119,0.037029,0.067151,0.034582,1
0.018425,0.035761,0.055342,0.029902,2
0.072175,0.048295,0.072316,0.031822,1
0.015849,0.022936,0.041756,0.023305,2
0.021064,0.022958,0.03824,0.025851,2
0.018894,0.023765,0.038345,0.022196,2
0.023448,0.027164,0.050091,0.023715,2
0.023175,0.028325,0.04729,0.02793,2
0.010533,0.027547,0.03077,0.017662,2
0.039679,0.043053,0.084649,0.025018,1
0.013234,0.019271,0.036555,0.020258,2
0.0043936,0.0127,0.029133,0.015292,2
0.12722,0.057891,0.07347,0.076129,1
0.00058988,0.016282,0.036804,0.01857,2
0.053648,0.022711,0.043161,0.02235,2
0.018817,0.012493,0.031975,0.017595,2
0.056137,0.022066,0.043393,0.020469,2
0.0016348,0.032812,0.049256,0.027618,2
0.05614,0.015307,0.032533,0.019378,2
0.003931,0.02212,0.038074,0.025421,2
0.1514,0.4028,0.58101,0.39727,1
0.066596,0.055964,0.10599,0.055166,1
0.055994,0.013804,0.025793,0.015384,2
0.047065,0.014162,0.030035,0.016606,2
0.0048823,0.029243,0.047206,0.027916,2
0.046756,0.061989,0.099961,0.061265,1
0.013982,0.051482,0.071415,0.03417,1
0.0065748,0.049816,0.084401,0.050845,1
0.033555,0.038115,0.050279,0.022715,1
0.003551,0.059581,0.11232,0.059926,1
0.0029689,0.062912,0.071815,0.034803,1
0.0081649,0.051984,0.093979,0.05054,1
0.0020474,0.049113,0.088464,0.036117,1
0.01795,0.062104,0.093348,0.054463,1
0.0099689,0.017927,0.037764,0.018687,2
0.0037391,0.023008,0.044438,0.021492,2
0.038269,0.014233,0.028324,0.014734,2
0.051305,0.070083,0.076422,0.050461,1
0.15065,0.015527,0.03232,0.015506,1
0.062137,0.042456,0.04694,0.024054,1
0.0024743,0.018367,0.045796,0.020677,2
0.046382,0.026277,0.064182,0.026306,1
0.14627,0.085367,0.14236,0.096327,1
0.028596,0.020321,0.033991,0.019549,2
0.0054597,0.034398,0.057561,0.028902,2
0.15793,0.039884,0.046014,0.040099,1
0.031874,0.033243,0.051696,0.036576,1
0.047354,0.04334,0.050262,0.033604,1
0.044159,0.032265,0.037846,0.023603,2
0.043653,0.036878,0.054421,0.046056,1
0.095182,0.03954,0.071923,0.039867,1
0.065923,0.06288,0.10024,0.045405,1
0.024967,0.020417,0.035785,0.017405,2
0.070064,0.031487,0.054692,0.043025,1
0.036617,0.02088,0.03839,0.02336,2
0.020243,0.067059,0.083486,0.065783,1
0.0147,0.096079,0.13675,0.08268,1
0.094518,0.025053,0.043519,0.023572,1
0.099968,0.034829,0.053389,0.031285,1
0.12928,0.031744,0.049146,0.032652,1
0.13353,0.030228,0.047462,0.027986,1
0.077816,0.02328,0.042726,0.022304,1
0.084154,0.016664,0.030137,0.019343,2
0.098292,0.022193,0.036314,0.020804,1
0.14182,0.017338,0.031762,0.017538,1
0.037084,0.26139,0.31899,0.19678,1
0.034764,0.1886,0.39121,0.24593,1
0.020592,0.19632,0.28187,0.18745,1
0.025932,0.18513,0.39487,0.24792,1
0.029741,0.22539,0.4545,0.26031,1
0.015088,0.16341,0.34525,0.23351,1
0.0487,0.22624,0.42101,0.28495,1
0.014007,0.17007,0.33138,0.23522,1
0.01045,0.12005,0.14862,0.094974,1
0.027174,0.1251,0.28821,0.20618,1
0.013078,0.07576,0.13466,0.08107,1
0.031211,0.084197,0.13116,0.069011,1
0.028102,0.07912,0.087627,0.041695,1
0.024047,0.058384,0.083682,0.039125,1
0.012103,0.051833,0.074004,0.038959,1
0.0047235,0.048492,0.052818,0.026734,1
0.066609,0.10207,0.17511,0.10677,1
0.043161,0.12077,0.18422,0.11632,1
0.01902,0.10477,0.1528,0.091384,1
