"0,074655","0,042904","0,074945","0,033599",1
"0,0071771","0,027429","0,10714","0,032839",1
"0,079491","0,055389","0,095543","0,042319",1
"0,041761","0,049584","0,048329","0,025994",1
"0,033819","0,030978","0,048333","0,038542",1
"0,00051329","0,054153","0,074203","0,035734",1
"0,0065629","0,051537","0,072773","0,034996",1
"0,0052383","0,044183","0,051615","0,024572",1
"0,098719","0,076865","0,11135","0,10678",1
"0,078251","0,034972","0,042117","0,024456",1
"0,016805","0,060864","0,07053","0,037686",1
"0,012968","0,056482","0,069238","0,03678",1
"0,023057","0,0708","0,13167","0,067695",1
"0,10633","0,037433","0,074235","0,036058",1
"0,055686","0,029191","0,050394","0,024654",1
"0,085155","0,029553","0,11846","0,023291",1
"0,021761","0,038282","0,077775","0,036873",1
"0,017515","0,0387","0,082277","0,044858",1
"0,078644","0,034645","0,047138","0,02605",1
"0,020616","0,039712","0,060446","0,035901",1
"0,052816","0,038485","0,076422","0,032982",1
"0,020225","0,047939","0,086526","0,040756",1
"0,065782","0,061541","0,1469","0,07451",1
"0,067977","0,036899","0,085627","0,042343",1
"0,020479","0,030744","0,069959","0,040339",1
"0,061259","0,058911","0,047922","0,026493",1
"0,054482","0,026871","0,054333","0,03135",1
"0,023205","0,047128","0,05418","0,029575",1
"0,016806","0,029201","0,046205","0,026635",1
"0,019908","0,039135","0,10837","0,046982",1
"0,0038349","0,037673","0,069827","0,040927",1
"0,012913","0,041978","0,099634","0,052465",1
"0,076133","0,029779","0,052425","0,030884",1
"0,02797","0,052928","0,087346","0,039152",1
"0,0081025","0,037283","0,088051","0,04654",1
"0,017978","0,040669","0,075511","0,03693",1
"0,096067","0,089322","0,13107","0,065616",1
"0,053613","0,066975","0,091855","0,059066",1
"0,0015494","0,052979","0,054148","0,025236",1
"0,083793","0,028405","0,053641","0,027896",1
"0,08814","0,036246","0,060369","0,029473",1
"0,12053","0,015055","0,035084","0,022468",1
"0,084736","0,034515","0,080308","0,037936",1
"0,047544","0,07405","0,14273","0,082794",1
"0,038319","0,043289","0,058353","0,028857",1
"0,040201","0,035716","0,072016","0,032908",1
"0,027607","0,040999","0,070664","0,037511",1
"0,07632","0,035395","0,049879","0,025818",1
"0,078404","0,037528","0,076242","0,036087",1
"0,043816","0,027653","0,050269","0,027143",1
"0,1388","0,023647","0,062918","0,029797",1
"0,020014","0,057534","0,11279","0,054877",1
"0,025558","0,030847","0,064761","0,037938",1
"0,04599","0,044567","0,071246","0,054745",1
"0,11175","0,1042","0,148","0,092001",1
"0,02502","0,075556","0,17616","0,08101",1
"0,070355","0,041518","0,07763","0,041243",1
"0,089511","0,023615","0,033785","0,019215",1
"0,06489","0,021861","0,044966","0,021672",1
"0,0097608","0,09453","0,11843","0,052794",1
"0,069425","0,043756","0,075","0,043877",1
"0,026964","0,034896","0,056223","0,035979",1
"0,05542","0,077311","0,13348","0,068025",1
"0,12495","0,0421","0,066242","0,033038",1
"0,048314","0,032775","0,067461","0,031524",1
"0,068568","0,045511","0,084572","0,039784",1
"0,072195","0,075678","0,14224","0,10068",1
"0,12055","0,065595","0,10714","0,076357",1
"0,027264","0,037367","0,044836","0,019463",1
"0,11298","0,026314","0,044843","0,019043",1
"0,059114","0,053498","0,10421","0,046889",1
"0,027846","0,030777","0,11292","0,039484",1
"0,028018","0,031909","0,052877","0,027279",1
"0,034319","0,042061","0,090781","0,054507",1
"0,019795","0,058044","0,086873","0,053924",1
"0,076582","0,033628","0,05544","0,02726",1
"0,078151","0,058659","0,10495","0,046293",1
"0,053397","0,052158","0,066923","0,040387",1
"0,013615","0,050547","0,081942","0,043766",1
"0,093189","0,021736","0,039724","0,02234",1
"0,074726","0,037184","0,068552","0,038687",1
"0,069215","0,039549","0,07024","0,032817",1
"0,046087","0,024225","0,048174","0,022335",1
"0,040503","0,036372","0,064407","0,036919",1
"0,015954","0,065388","0,092974","0,055493",1
"0,12185","0,040411","0,07373","0,041245",1
"0,072175","0,048295","0,072316","0,031822",1
"0,0055757","0,043005","0,075693","0,032138",1
"0,047816","0,050992","0,082366","0,051861",1
"0,083725","0,030021","0,10579","0,056154",1
"0,035007","0,041616","0,074753","0,039542",1
"0,094641","0,049076","0,11189","0,051019",1
"0,044697","0,067425","0,10834","0,061161",1
"0,03822","0,032329","0,062237","0,038275",1
"0,083294","0,032741","0,056477","0,024068",1
"0,018936","0,047853","0,10239","0,053846",1
